N,P,K,temperature,humidity,ph,rainfall,label
25.87,40.59,21.89,28.59,72.32,5.97,132.7,pigeonpeas
24.43,45.54,23.42,24.42,72.63,6.95,128.44,pigeonpeas
22.56,41.95,12.07,27.71,70.34,6.64,128.7,pigeonpeas
25.67,40.73,22.5,26.67,70.09,7.01,126.56,pigeonpeas
19.78,45.18,35.06,25.08,70.66,7.0,124.6,pigeonpeas
21.5,47.87,26.77,28.39,74.22,6.65,112.12,pigeonpeas
25.33,46.21,31.34,26.61,66.77,6.19,138.21,pigeonpeas
41.74,43.89,27.26,25.9,64.16,6.73,130.42,pigeonpeas
13.07,53.05,27.08,27.15,66.73,6.72,136.77,pigeonpeas
27.01,50.34,31.48,31.01,65.49,6.43,135.42,pigeonpeas
21.1,41.91,27.38,28.8,71.83,6.54,136.95,pigeonpeas
26.21,45.09,20.92,25.11,70.0,6.35,103.35,pigeonpeas
24.84,52.28,11.03,26.42,70.03,6.05,126.8,pigeonpeas
19.3,39.96,22.99,24.75,64.38,6.58,163.41,pigeonpeas
28.79,50.05,28.99,25.6,68.93,6.93,142.43,pigeonpeas
25.97,47.6,37.31,28.68,67.05,6.58,114.19,pigeonpeas
36.74,53.02,25.42,31.36,69.9,6.47,143.6,pigeonpeas
26.99,49.19,18.15,25.38,72.47,7.11,151.23,pigeonpeas
36.09,47.89,27.54,25.17,66.26,6.0,125.18,pigeonpeas
14.71,50.4,26.94,22.95,67.43,7.19,128.12,pigeonpeas
20.01,36.07,16.22,28.07,66.7,6.49,123.55,pigeonpeas
24.3,38.86,26.58,24.15,65.73,6.9,135.64,pigeonpeas
28.43,55.75,24.7,27.04,67.21,6.47,114.84,pigeonpeas
25.42,46.78,27.05,27.13,70.78,6.61,123.86,pigeonpeas
20.37,37.26,32.3,25.6,65.22,6.47,125.82,pigeonpeas
33.19,43.36,38.17,27.13,74.17,6.87,135.42,pigeonpeas
32.89,50.61,28.17,31.64,66.5,6.3,119.86,pigeonpeas
33.76,52.25,22.37,22.29,67.38,6.3,122.59,pigeonpeas
19.73,36.95,34.42,25.63,72.24,6.53,113.04,pigeonpeas
27.55,43.04,23.96,27.29,65.56,6.11,129.23,pigeonpeas
29.82,40.49,25.77,30.01,67.73,6.63,130.83,pigeonpeas
21.59,40.03,20.05,27.74,70.27,6.84,124.32,pigeonpeas
30.47,46.54,25.35,20.32,65.55,6.14,139.41,pigeonpeas
25.48,39.64,26.52,24.15,64.87,6.39,138.1,pigeonpeas
32.0,42.07,31.61,27.09,68.71,6.58,127.04,pigeonpeas
27.2,48.7,20.58,26.62,73.01,6.65,134.3,pigeonpeas
30.84,42.49,24.83,28.63,71.72,5.89,118.95,pigeonpeas
20.01,44.38,20.39,28.33,68.52,6.87,144.3,pigeonpeas
28.4,43.32,25.52,26.08,63.91,6.89,128.74,pigeonpeas
17.49,47.68,23.88,22.88,63.88,6.39,133.16,pigeonpeas
28.94,48.77,28.01,26.93,73.17,6.81,133.33,pigeonpeas
27.83,43.0,24.71,22.84,66.84,7.13,132.23,pigeonpeas
25.53,49.99,26.79,25.43,68.07,6.26,132.75,pigeonpeas
20.81,49.64,22.45,25.35,67.66,6.71,111.89,pigeonpeas
22.39,45.53,31.69,21.94,69.85,6.48,122.58,pigeonpeas
21.59,43.18,28.1,25.93,72.98,6.79,132.97,pigeonpeas
24.17,50.95,31.68,24.68,65.89,6.79,144.05,pigeonpeas
23.5,41.29,25.39,29.95,68.12,6.22,131.64,pigeonpeas
28.91,44.49,31.29,28.73,67.81,6.61,102.37,pigeonpeas
31.05,43.35,23.0,25.9,69.37,6.26,115.24,pigeonpeas
24.74,41.87,26.68,25.82,72.79,6.81,140.21,pigeonpeas
21.98,57.03,22.8,25.57,70.12,6.66,117.72,pigeonpeas
35.98,49.88,25.02,31.8,70.43,6.6,164.22,pigeonpeas
28.29,48.08,23.07,27.1,66.77,7.03,105.86,pigeonpeas
31.83,40.61,24.71,26.41,66.44,6.81,129.92,pigeonpeas
21.66,45.77,21.52,25.92,63.51,6.46,137.41,pigeonpeas
25.19,54.08,38.06,26.07,65.5,6.94,135.03,pigeonpeas
30.68,46.99,24.03,26.62,69.3,6.54,148.29,pigeonpeas
18.49,51.07,15.63,27.29,67.01,6.15,99.1,pigeonpeas
19.51,45.23,21.99,24.92,72.06,6.23,140.19,pigeonpeas
20.56,39.39,21.98,28.24,63.89,6.69,115.59,pigeonpeas
21.1,47.0,35.87,25.18,70.16,6.51,122.88,pigeonpeas
30.36,40.78,19.23,27.92,72.78,6.82,108.89,pigeonpeas
21.92,49.9,32.91,27.46,66.26,7.09,128.88,pigeonpeas
21.97,41.13,19.02,32.67,72.26,6.4,155.98,pigeonpeas
27.67,47.37,21.41,25.97,67.87,6.01,122.7,pigeonpeas
25.02,51.55,21.92,28.62,61.82,6.95,116.49,pigeonpeas
25.65,47.03,26.05,26.79,64.28,6.33,144.95,pigeonpeas
22.01,44.48,17.54,28.72,64.04,6.87,114.06,pigeonpeas
30.07,45.05,22.21,30.2,67.79,6.49,143.64,pigeonpeas
17.6,32.36,30.79,25.33,70.59,6.61,112.54,pigeonpeas
28.04,42.95,19.61,24.9,62.8,6.72,115.97,pigeonpeas
24.83,44.09,20.29,23.95,75.6,6.59,157.35,pigeonpeas
30.82,43.39,25.9,27.3,73.53,6.85,117.89,pigeonpeas
26.76,49.02,19.12,27.99,72.04,6.34,119.21,pigeonpeas
30.8,43.23,20.09,28.76,69.73,6.63,146.87,pigeonpeas
30.98,44.59,34.87,30.17,62.05,6.29,96.17,pigeonpeas
23.38,38.94,20.93,29.18,62.74,6.64,131.86,pigeonpeas
24.59,45.65,13.84,25.38,72.63,6.24,155.0,pigeonpeas
17.97,37.36,20.24,29.26,66.36,6.7,131.1,pigeonpeas
24.73,51.37,28.86,24.71,67.17,7.12,134.79,pigeonpeas
17.46,37.81,29.45,28.4,65.24,6.82,153.99,pigeonpeas
32.29,53.02,27.78,26.64,66.79,6.59,116.86,pigeonpeas
23.2,51.38,16.95,23.92,70.49,6.49,101.12,pigeonpeas
24.69,43.98,22.84,28.37,64.0,6.6,126.84,pigeonpeas
25.19,36.34,22.39,27.04,69.62,7.15,142.09,pigeonpeas
27.31,51.36,23.48,30.11,71.36,6.47,158.86,pigeonpeas
27.23,55.96,26.52,25.88,65.7,6.49,121.43,pigeonpeas
31.36,44.86,16.93,27.43,68.38,6.46,134.01,pigeonpeas
24.78,48.17,27.87,27.73,64.1,7.24,106.66,pigeonpeas
24.36,39.53,26.98,27.28,67.49,7.06,146.63,pigeonpeas
23.36,49.02,32.82,29.2,67.59,6.12,134.87,pigeonpeas
28.34,41.15,25.11,26.83,72.16,7.16,147.63,pigeonpeas
24.57,50.74,28.24,26.85,74.28,6.38,139.06,pigeonpeas
29.2,43.56,27.8,28.89,68.73,6.74,131.58,pigeonpeas
28.99,43.86,23.44,27.04,71.55,6.08,116.36,pigeonpeas
36.38,46.38,22.96,28.59,65.64,5.97,135.32,pigeonpeas
21.35,45.51,26.65,27.28,62.87,6.61,136.67,pigeonpeas
18.0,37.4,19.65,28.49,62.01,6.85,135.88,pigeonpeas
23.71,37.6,21.02,28.56,71.77,6.29,147.13,pigeonpeas
28.43,44.97,21.31,25.84,73.47,6.65,149.95,pigeonpeas
26.21,42.74,27.92,31.32,66.07,6.87,132.86,pigeonpeas
17.75,37.64,22.74,27.69,70.64,6.13,139.79,pigeonpeas
24.41,45.02,27.94,30.49,68.91,6.19,127.19,pigeonpeas
29.26,49.43,28.33,25.98,63.9,6.78,111.79,pigeonpeas
28.47,48.47,22.66,26.78,68.6,6.42,109.27,pigeonpeas
24.8,45.33,31.81,25.44,71.21,6.26,109.83,pigeonpeas
23.5,40.3,18.21,30.89,66.65,7.29,115.08,pigeonpeas
16.46,51.46,21.37,27.28,63.93,6.59,109.43,pigeonpeas
24.63,42.63,26.15,28.25,68.72,6.74,128.36,pigeonpeas
22.82,47.35,24.44,26.85,69.19,6.29,151.44,pigeonpeas
23.75,45.62,24.78,28.31,69.02,6.59,151.73,pigeonpeas
8.98,51.21,29.6,23.33,70.79,6.92,138.43,pigeonpeas
17.2,48.41,30.04,25.86,69.32,6.49,143.28,pigeonpeas
23.43,42.1,24.8,24.32,67.58,6.71,143.05,pigeonpeas
26.24,37.84,31.76,29.87,68.34,6.37,122.03,pigeonpeas
23.98,46.39,23.48,25.28,71.07,6.68,114.21,pigeonpeas
26.46,45.81,21.41,29.39,68.4,6.54,128.75,pigeonpeas
27.22,44.64,24.6,29.13,63.74,6.22,141.65,pigeonpeas
37.08,49.38,34.32,26.13,66.09,6.74,144.3,pigeonpeas
18.44,43.93,24.86,25.64,66.31,6.85,137.05,pigeonpeas
28.99,46.68,20.63,27.85,65.14,6.51,114.46,pigeonpeas
21.95,45.45,22.71,25.23,71.41,6.56,122.08,pigeonpeas
19.59,35.64,23.89,24.24,70.14,6.61,153.38,pigeonpeas
26.12,41.37,15.6,28.61,64.1,6.48,155.11,pigeonpeas
28.05,46.95,29.72,28.81,72.74,6.42,124.35,pigeonpeas
20.39,44.84,24.34,23.49,66.04,7.03,133.66,pigeonpeas
28.58,44.4,15.56,26.74,71.13,6.24,141.21,pigeonpeas
16.49,45.1,27.72,26.38,75.42,6.45,121.32,pigeonpeas
26.02,41.23,17.79,24.8,70.27,6.51,155.53,pigeonpeas
22.79,48.55,27.55,26.09,65.36,6.08,138.3,pigeonpeas
30.99,37.05,23.15,25.67,69.65,6.5,149.84,pigeonpeas
23.08,38.82,22.66,26.28,69.58,6.49,136.6,pigeonpeas
21.05,43.53,21.07,25.31,71.82,6.39,124.79,pigeonpeas
30.22,48.75,33.21,27.97,66.2,7.22,138.73,pigeonpeas
24.23,45.29,25.9,26.53,63.87,7.09,129.67,pigeonpeas
25.92,55.39,21.58,28.31,65.62,6.7,133.02,pigeonpeas
28.95,51.04,22.1,29.83,72.46,6.53,129.9,pigeonpeas
22.53,43.47,18.98,28.56,61.85,6.39,129.31,pigeonpeas
31.5,42.27,27.14,26.84,70.84,6.71,142.45,pigeonpeas
27.25,44.93,31.84,21.02,60.09,6.9,103.63,kidneybeans
33.93,46.59,24.27,25.41,55.25,6.66,94.68,kidneybeans
38.19,49.05,30.14,20.25,60.38,6.45,73.75,kidneybeans
33.82,47.83,34.59,21.69,55.89,7.15,65.27,kidneybeans
26.99,49.0,35.03,20.95,57.22,6.85,81.79,kidneybeans
27.66,51.08,23.98,18.56,66.42,6.83,87.61,kidneybeans
26.09,54.49,27.33,16.43,58.3,6.72,82.45,kidneybeans
29.0,46.78,26.29,21.4,55.06,6.21,86.47,kidneybeans
30.57,54.4,28.72,19.61,54.18,6.53,91.34,kidneybeans
37.21,50.27,23.93,20.24,57.45,6.68,101.81,kidneybeans
35.99,49.14,30.92,20.4,54.87,7.34,50.16,kidneybeans
20.82,58.98,30.08,19.75,62.05,7.03,65.01,kidneybeans
27.34,54.38,25.92,22.56,64.27,6.08,79.88,kidneybeans
31.31,41.04,27.35,24.09,57.89,6.35,101.96,kidneybeans
32.22,49.66,29.51,24.06,60.88,6.99,74.61,kidneybeans
20.41,53.11,35.5,21.55,62.66,6.7,83.64,kidneybeans
38.76,48.54,28.25,18.26,62.07,6.59,87.21,kidneybeans
28.42,47.77,29.41,21.92,63.53,7.26,94.76,kidneybeans
36.36,54.27,32.47,24.91,56.07,6.59,72.69,kidneybeans
28.49,53.43,24.42,23.01,58.24,6.7,88.01,kidneybeans
38.41,46.44,29.6,19.84,57.83,6.47,88.67,kidneybeans
32.13,53.44,26.23,23.02,60.34,6.78,66.38,kidneybeans
30.77,50.92,30.51,22.8,62.08,6.47,81.75,kidneybeans
32.58,48.66,34.8,22.18,54.14,7.05,83.24,kidneybeans
21.15,48.74,23.66,23.51,59.89,6.52,97.16,kidneybeans
32.29,48.82,23.77,20.32,57.43,7.02,59.79,kidneybeans
29.76,48.75,35.18,22.47,61.61,6.64,66.54,kidneybeans
28.37,53.89,33.87,21.14,57.42,6.48,82.95,kidneybeans
30.68,57.37,30.62,23.23,57.66,6.81,87.1,kidneybeans
29.3,49.89,30.63,22.96,63.51,6.12,101.71,kidneybeans
21.45,51.54,41.78,21.91,60.54,6.71,95.01,kidneybeans
31.81,46.62,29.43,19.76,59.64,6.67,87.05,kidneybeans
26.45,48.93,30.04,22.16,60.82,6.75,73.2,kidneybeans
30.41,49.11,35.12,24.3,55.88,6.99,97.27,kidneybeans
23.27,52.9,34.48,20.1,59.29,6.86,93.56,kidneybeans
25.06,55.79,19.85,24.65,61.65,6.61,97.97,kidneybeans
24.76,50.57,31.19,22.47,57.48,6.65,86.9,kidneybeans
26.37,51.36,26.93,24.0,64.69,6.71,98.8,kidneybeans
28.94,45.32,27.87,22.17,54.64,6.99,86.29,kidneybeans
35.0,53.04,30.6,21.29,64.57,7.45,79.91,kidneybeans
35.21,46.47,27.06,21.23,62.05,6.48,108.25,kidneybeans
34.69,53.31,28.53,23.66,51.25,6.93,87.4,kidneybeans
20.57,52.03,32.95,18.29,56.44,7.42,82.2,kidneybeans
34.88,55.63,31.97,24.03,53.66,6.73,38.79,kidneybeans
21.27,47.27,26.67,22.08,59.94,6.84,87.62,kidneybeans
31.66,45.2,26.38,21.93,59.94,6.48,101.22,kidneybeans
33.62,45.7,28.96,26.02,60.48,6.92,75.87,kidneybeans
28.43,57.56,30.57,21.86,60.02,7.56,85.6,kidneybeans
25.85,46.72,33.9,19.14,61.35,6.58,57.12,kidneybeans
25.1,50.14,36.98,23.83,59.12,7.09,79.65,kidneybeans
22.67,50.11,22.47,23.58,62.42,6.54,87.18,kidneybeans
30.68,54.36,23.77,23.2,56.05,7.03,100.94,kidneybeans
26.65,56.1,22.13,24.2,64.32,6.9,82.07,kidneybeans
31.56,46.98,43.12,20.83,63.95,6.58,108.95,kidneybeans
40.06,51.93,31.43,20.09,56.77,6.89,106.87,kidneybeans
27.26,61.04,26.95,22.46,60.7,6.77,54.34,kidneybeans
26.9,51.0,29.52,23.27,62.27,6.73,70.56,kidneybeans
37.74,43.22,27.02,20.3,62.24,7.2,82.39,kidneybeans
31.15,52.14,39.02,18.45,62.23,6.91,79.44,kidneybeans
31.63,53.7,32.92,26.32,60.38,6.81,82.28,kidneybeans
32.76,49.84,30.07,22.04,59.6,6.62,91.27,kidneybeans
28.57,53.07,30.55,21.23,64.69,6.77,94.34,kidneybeans
26.5,39.87,27.17,17.73,59.29,7.24,71.42,kidneybeans
19.47,57.5,27.62,21.97,62.36,6.96,96.26,kidneybeans
34.5,41.27,22.93,24.34,57.65,6.6,66.06,kidneybeans
27.98,48.25,25.31,19.89,60.96,6.56,75.91,kidneybeans
19.07,59.69,34.71,21.01,57.3,6.8,84.75,kidneybeans
23.62,37.25,27.37,18.87,60.51,6.85,70.4,kidneybeans
27.33,58.82,33.88,21.1,66.88,6.44,72.81,kidneybeans
29.45,42.34,38.95,22.37,57.63,6.93,87.19,kidneybeans
28.48,43.96,22.82,26.37,55.94,7.31,72.33,kidneybeans
33.95,52.33,33.33,23.46,55.17,6.6,64.48,kidneybeans
30.95,43.38,20.09,21.53,53.37,6.88,66.14,kidneybeans
25.8,38.6,38.25,19.07,58.91,6.26,72.46,kidneybeans
38.76,51.49,26.38,21.93,58.32,6.77,96.16,kidneybeans
28.34,51.1,31.18,21.35,57.79,6.64,95.49,kidneybeans
33.91,44.31,28.7,20.49,62.4,6.66,118.01,kidneybeans
31.09,55.91,24.93,22.02,61.85,6.49,85.31,kidneybeans
35.26,48.36,25.74,25.61,56.48,6.85,74.38,kidneybeans
25.32,53.71,28.97,22.81,53.23,6.95,74.19,kidneybeans
20.61,59.42,33.01,22.45,63.75,6.87,73.02,kidneybeans
29.13,46.61,27.5,19.48,57.09,7.07,89.98,kidneybeans
27.48,44.86,27.97,18.63,60.38,7.08,120.5,kidneybeans
24.48,54.52,26.46,19.74,56.61,6.84,71.04,kidneybeans
26.97,47.8,26.3,20.37,52.71,6.83,86.02,kidneybeans
26.01,51.8,36.98,22.05,63.99,7.47,122.96,kidneybeans
24.06,44.08,27.78,22.26,64.76,6.99,66.95,kidneybeans
26.94,49.79,22.55,22.03,56.43,6.3,70.8,kidneybeans
32.06,52.02,30.48,23.98,62.66,6.86,86.0,kidneybeans
30.65,49.26,19.13,24.27,61.19,6.44,106.42,kidneybeans
27.05,49.46,35.12,22.44,64.01,6.69,110.37,kidneybeans
26.11,56.59,18.67,19.8,60.89,6.68,83.88,kidneybeans
30.21,44.05,24.42,22.46,58.0,7.2,82.12,kidneybeans
33.59,52.21,26.99,18.04,63.55,6.51,78.94,kidneybeans
29.25,49.74,34.81,22.01,59.62,7.11,94.01,kidneybeans
26.32,44.26,25.88,21.9,56.26,6.83,83.06,kidneybeans
17.29,42.97,15.57,21.31,63.22,6.23,65.17,kidneybeans
29.18,44.68,24.66,23.08,58.52,6.35,53.68,kidneybeans
41.04,55.64,27.74,22.18,58.53,6.95,72.19,kidneybeans
27.28,52.28,37.27,23.48,63.7,6.71,75.65,kidneybeans
20.31,50.36,31.9,21.4,57.67,7.17,94.48,kidneybeans
36.56,45.23,26.46,24.41,59.86,6.63,77.51,kidneybeans
29.94,55.01,29.2,23.58,61.4,6.54,71.81,kidneybeans
27.75,43.32,27.43,25.03,59.91,6.57,113.74,kidneybeans
25.35,45.19,36.15,23.32,59.61,7.05,89.51,kidneybeans
24.07,38.01,27.16,24.17,58.71,6.94,87.77,kidneybeans
21.53,47.97,31.79,20.43,58.91,6.92,86.09,kidneybeans
35.23,51.92,25.22,21.04,60.06,7.2,77.9,kidneybeans
21.34,52.2,26.22,19.43,60.06,7.09,76.39,kidneybeans
32.48,53.41,33.96,20.54,56.64,6.5,96.86,kidneybeans
33.34,45.21,40.66,19.85,63.0,7.26,86.65,kidneybeans
26.15,46.26,28.69,24.16,56.4,6.25,90.43,kidneybeans
32.91,59.84,23.09,21.73,63.49,6.84,82.07,kidneybeans
33.95,47.0,34.26,19.49,55.44,6.72,46.55,kidneybeans
30.42,41.34,31.41,22.37,59.8,6.93,88.06,kidneybeans
28.53,59.16,31.97,23.54,63.22,7.0,115.94,kidneybeans
30.83,49.97,26.75,21.49,57.81,7.0,71.32,kidneybeans
30.37,52.8,30.75,20.21,62.1,6.77,41.91,kidneybeans
25.08,57.01,37.42,23.05,62.35,6.57,81.1,kidneybeans
36.18,52.13,30.32,21.63,63.52,7.14,94.75,kidneybeans
30.33,48.22,33.47,19.8,57.32,6.36,103.53,kidneybeans
26.4,52.02,29.37,27.8,61.33,6.24,102.63,kidneybeans
28.06,49.0,26.64,22.39,60.55,6.61,77.38,kidneybeans
30.51,38.29,22.79,25.34,60.98,6.64,59.56,kidneybeans
29.72,54.93,43.2,25.78,57.34,6.65,62.93,kidneybeans
25.79,48.94,28.16,26.11,56.05,6.79,54.05,kidneybeans
31.65,43.29,35.51,21.42,55.79,6.17,70.32,kidneybeans
31.2,52.11,27.51,23.85,56.59,5.92,89.24,kidneybeans
36.45,56.5,23.5,20.91,62.17,6.61,86.58,kidneybeans
26.42,44.55,25.52,23.91,60.04,7.18,92.81,kidneybeans
38.03,54.09,33.8,21.76,69.03,6.83,55.4,kidneybeans
31.34,45.09,35.09,23.45,59.43,6.53,87.2,kidneybeans
26.79,53.94,32.78,27.87,58.66,6.71,82.68,kidneybeans
29.45,55.14,28.62,25.94,61.75,6.65,73.88,kidneybeans
35.2,50.14,30.05,20.8,59.82,6.61,105.43,kidneybeans
33.59,49.13,29.05,22.18,59.98,6.51,56.49,kidneybeans
26.01,49.36,26.31,23.64,59.31,7.36,76.58,kidneybeans
30.7,48.56,32.2,24.13,61.82,6.19,92.5,kidneybeans
24.95,48.45,33.45,19.76,63.47,6.69,117.56,kidneybeans
30.34,58.53,35.99,20.78,56.09,6.83,76.26,kidneybeans
37.9,48.77,28.5,19.21,61.26,6.45,91.64,kidneybeans
32.9,46.25,34.78,21.45,55.59,7.26,71.15,kidneybeans
32.54,52.13,31.95,22.74,57.09,7.31,99.34,kidneybeans
32.38,43.34,25.11,23.31,53.99,6.9,65.03,kidneybeans
25.66,42.94,31.23,24.23,61.04,6.94,87.52,kidneybeans
33.41,52.34,16.42,23.81,62.4,6.69,55.39,kidneybeans
31.21,51.63,27.8,22.37,63.22,7.52,87.2,kidneybeans
31.67,45.88,27.49,21.73,63.53,7.05,113.94,kidneybeans
22.55,43.38,35.51,24.9,60.1,5.46,73.85,kidneybeans
31.68,45.5,30.93,25.8,64.28,7.04,84.03,kidneybeans
27.53,53.79,30.13,22.12,55.35,6.59,96.28,kidneybeans
24.49,51.33,32.06,22.94,61.68,6.99,75.64,kidneybeans
22.66,45.63,33.65,19.6,56.88,6.49,57.31,kidneybeans
24.26,55.0,26.42,18.5,58.47,6.95,57.54,kidneybeans
34.77,42.8,28.02,21.18,58.32,6.78,96.68,kidneybeans
29.8,46.97,32.29,22.41,57.99,6.81,73.71,kidneybeans
25.67,54.03,32.23,23.54,61.91,6.53,100.02,kidneybeans
28.51,54.65,29.37,22.63,61.03,7.04,60.48,kidneybeans
22.12,53.36,31.78,20.45,61.09,6.38,133.96,kidneybeans
36.56,53.11,30.38,20.76,56.07,6.77,72.1,kidneybeans
25.99,42.92,31.25,21.25,61.61,6.94,88.44,kidneybeans
43.3,54.12,23.7,22.92,59.84,6.4,63.68,kidneybeans
32.27,53.49,24.77,23.94,60.85,7.16,101.34,kidneybeans
29.21,58.18,24.38,26.78,57.36,6.79,76.49,kidneybeans
28.12,64.62,27.69,23.7,59.29,7.08,76.84,kidneybeans
31.28,53.14,26.39,27.52,62.04,6.73,74.54,kidneybeans
30.46,43.92,38.91,22.86,59.74,7.11,74.18,kidneybeans
24.22,49.35,30.64,23.06,55.57,6.66,38.75,kidneybeans
24.09,53.58,34.81,19.72,59.03,6.81,101.17,kidneybeans
37.65,50.77,28.7,19.11,60.32,7.42,104.35,kidneybeans
30.87,51.52,26.56,21.29,60.44,6.85,100.16,kidneybeans
34.81,52.6,25.0,20.08,57.34,6.87,54.61,kidneybeans
29.97,57.04,33.33,21.3,57.91,7.04,89.59,kidneybeans
28.77,47.05,30.38,21.39,62.35,7.17,64.49,kidneybeans
23.87,56.74,30.83,19.74,62.95,6.9,118.05,kidneybeans
28.82,55.54,22.76,24.79,62.83,7.28,101.66,kidneybeans
29.5,44.14,26.99,18.48,57.24,6.93,84.28,kidneybeans
28.88,46.03,21.14,22.36,61.14,6.5,77.0,kidneybeans
37.71,55.8,22.58,21.83,64.36,6.74,80.97,kidneybeans
35.46,54.94,34.68,21.48,61.99,7.25,84.25,kidneybeans
27.98,56.15,40.23,26.23,58.88,6.72,69.56,kidneybeans
30.59,44.63,27.37,23.4,61.17,6.26,108.55,kidneybeans
24.57,45.2,23.81,20.68,57.31,6.54,48.04,kidneybeans
30.65,51.16,41.22,22.97,58.51,6.44,83.56,kidneybeans
32.24,47.48,30.31,25.79,58.85,6.23,98.1,kidneybeans
31.57,41.46,32.14,20.0,61.32,7.37,82.35,kidneybeans
35.42,43.86,22.4,26.03,60.92,6.99,102.28,kidneybeans
27.36,54.13,33.37,19.41,64.54,7.19,65.74,kidneybeans
31.0,48.84,37.09,19.18,70.81,6.75,96.08,kidneybeans
36.94,49.02,29.43,20.99,57.34,6.88,82.97,kidneybeans
27.45,47.75,32.88,20.4,59.26,7.07,88.71,kidneybeans
24.75,49.88,32.19,23.98,57.73,6.63,74.57,kidneybeans
26.77,52.03,32.97,24.1,59.73,6.38,95.04,kidneybeans
30.8,50.3,23.58,21.61,56.42,6.94,78.55,kidneybeans
27.4,42.31,35.14,21.48,60.26,6.58,60.24,kidneybeans
27.34,48.14,31.46,21.29,57.84,6.35,85.73,kidneybeans
26.02,56.6,30.75,23.12,59.25,6.86,71.64,kidneybeans
24.11,50.08,32.85,18.11,58.5,7.35,92.19,kidneybeans
37.69,46.83,27.71,23.93,61.87,6.77,66.06,kidneybeans
35.78,62.55,22.14,24.81,58.6,6.7,89.04,kidneybeans
23.97,49.81,21.94,22.95,66.7,6.61,82.47,kidneybeans
29.4,54.93,32.03,23.84,58.48,6.93,34.48,kidneybeans
33.34,43.91,28.36,23.49,55.39,7.13,83.14,kidneybeans
37.27,45.49,20.94,21.94,61.76,7.0,67.97,kidneybeans
21.88,48.44,32.58,22.93,64.72,6.69,57.33,kidneybeans
35.98,50.98,31.41,23.53,63.79,6.79,102.65,kidneybeans
32.76,46.72,28.83,23.23,57.87,7.07,87.37,kidneybeans
31.91,57.2,31.78,22.14,59.75,6.76,89.68,kidneybeans
36.82,46.94,26.56,24.57,58.3,6.86,76.12,kidneybeans
21.6,50.99,35.58,21.88,55.56,6.83,73.66,kidneybeans
16.9,49.6,32.59,24.36,65.27,7.0,99.0,kidneybeans
23.58,58.11,36.34,21.27,62.04,6.97,107.05,kidneybeans
29.24,46.27,27.55,23.79,54.24,5.9,98.41,kidneybeans
31.37,50.09,23.47,18.58,58.1,6.91,76.21,kidneybeans
34.5,45.23,27.4,23.41,58.87,6.7,75.35,kidneybeans
25.86,51.77,32.42,22.45,58.15,6.74,108.94,kidneybeans
22.89,59.43,30.5,21.64,62.86,6.18,105.7,kidneybeans
39.29,55.44,19.49,23.53,64.94,7.26,63.88,kidneybeans
35.08,58.98,30.15,19.09,62.49,7.12,82.91,kidneybeans
24.05,54.91,26.16,22.79,64.67,6.3,98.62,kidneybeans
28.97,49.1,32.57,20.46,56.47,6.26,103.48,kidneybeans
28.14,52.85,27.57,19.68,61.96,6.9,81.45,kidneybeans
31.51,45.2,35.3,24.58,62.28,6.69,85.89,kidneybeans
37.84,56.41,39.97,20.44,57.39,6.84,91.1,kidneybeans
29.29,48.05,36.34,21.82,56.35,6.47,88.71,kidneybeans
45.01,45.12,28.43,26.81,58.55,6.94,113.14,kidneybeans
25.24,48.45,27.58,18.96,64.71,6.62,71.86,kidneybeans
27.78,54.64,30.56,20.42,61.23,7.04,84.64,kidneybeans
28.83,55.08,29.1,25.22,57.73,6.57,71.44,kidneybeans
28.81,50.01,23.37,22.19,61.7,6.36,77.18,kidneybeans
32.84,44.55,28.42,24.18,65.39,6.93,82.46,kidneybeans
27.49,54.55,35.67,19.69,62.73,6.62,72.11,kidneybeans
29.23,54.96,31.55,22.56,61.06,6.94,83.29,kidneybeans
33.16,46.7,33.26,23.71,62.1,7.03,91.97,kidneybeans
35.87,38.64,34.27,25.95,58.13,6.58,104.29,kidneybeans
25.37,46.67,30.85,20.4,62.63,6.56,90.41,kidneybeans
31.42,58.32,35.83,20.94,56.21,7.05,75.2,kidneybeans
28.32,44.7,33.4,20.71,59.89,6.79,87.75,kidneybeans
33.31,48.79,26.29,18.28,60.31,6.75,74.34,kidneybeans
30.31,54.28,35.56,18.93,58.92,7.09,108.94,kidneybeans
25.91,56.89,23.25,24.3,59.15,7.27,78.04,kidneybeans
28.45,49.33,22.31,18.48,61.53,7.1,94.11,kidneybeans
23.73,52.4,25.05,22.82,63.39,6.91,107.03,kidneybeans
29.25,48.92,30.34,19.31,58.79,6.71,80.74,kidneybeans
31.34,42.6,24.27,24.26,53.98,6.98,79.4,kidneybeans
30.8,57.79,29.34,23.25,60.18,6.77,81.5,kidneybeans
33.51,46.34,24.34,22.15,60.58,6.25,84.84,kidneybeans
23.87,53.13,20.98,25.85,58.99,6.54,80.76,kidneybeans
32.78,54.45,28.63,19.12,56.36,6.89,99.81,kidneybeans
35.59,50.84,34.84,25.82,63.57,7.08,72.9,kidneybeans
84.81,97.31,63.25,30.52,91.08,5.77,233.95,coconut
78.52,96.06,61.39,28.49,92.88,6.06,249.07,coconut
75.76,96.92,71.23,28.64,89.11,5.96,258.94,coconut
82.92,101.86,61.93,30.65,90.69,6.25,268.1,coconut
84.61,98.95,71.51,30.15,87.45,5.87,246.03,coconut
